archivo,columna_target,valor,cantidad,descripcion
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_6_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,104,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_1_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,324,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_1_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,105,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_10_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,325,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_10_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,105,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_4_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,325,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_4_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,104,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_7_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,325,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_7_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,104,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_2_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,325,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/train/train_fold_2_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,104,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_3_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_3_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_9_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_9_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,11,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_7_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_7_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_2_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_2_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_6_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_6_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_4_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_4_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_1_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,37,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_1_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,11,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_5_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_5_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,12,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_8_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_8_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,11,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_10_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,36,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/folds/val/val_fold_10_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,11,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/holdout/train_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,361,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/holdout/train_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,116,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/holdout/test_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,0,88,
databases/normalized/DIA_trainingANDTESTset_RDKit_descriptors/holdout/test_DIA_trainingANDTESTset_RDKit_descriptors_normalized.csv,Label,1,32,
databases/normalized/toxicity/folds/train/train_fold_1_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_1_toxicity_normalized.csv,Class,1.0,40,
databases/normalized/toxicity/folds/train/train_fold_8_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_8_toxicity_normalized.csv,Class,1.0,41,
databases/normalized/toxicity/folds/train/train_fold_9_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_9_toxicity_normalized.csv,Class,1.0,41,
databases/normalized/toxicity/folds/train/train_fold_6_toxicity_normalized.csv,Class,0.0,81,
databases/normalized/toxicity/folds/train/train_fold_6_toxicity_normalized.csv,Class,1.0,41,
databases/normalized/toxicity/folds/train/train_fold_4_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_4_toxicity_normalized.csv,Class,1.0,40,
databases/normalized/toxicity/folds/train/train_fold_3_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_3_toxicity_normalized.csv,Class,1.0,40,
databases/normalized/toxicity/folds/train/train_fold_2_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_2_toxicity_normalized.csv,Class,1.0,40,
databases/normalized/toxicity/folds/train/train_fold_5_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_5_toxicity_normalized.csv,Class,1.0,40,
databases/normalized/toxicity/folds/train/train_fold_7_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_7_toxicity_normalized.csv,Class,1.0,41,
databases/normalized/toxicity/folds/train/train_fold_10_toxicity_normalized.csv,Class,0.0,82,
databases/normalized/toxicity/folds/train/train_fold_10_toxicity_normalized.csv,Class,1.0,41,
databases/normalized/toxicity/folds/val/val_fold_1_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_1_toxicity_normalized.csv,Class,1.0,5,
databases/normalized/toxicity/folds/val/val_fold_5_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_5_toxicity_normalized.csv,Class,1.0,5,
databases/normalized/toxicity/folds/val/val_fold_3_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_3_toxicity_normalized.csv,Class,1.0,5,
databases/normalized/toxicity/folds/val/val_fold_10_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_10_toxicity_normalized.csv,Class,1.0,4,
databases/normalized/toxicity/folds/val/val_fold_8_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_8_toxicity_normalized.csv,Class,1.0,4,
databases/normalized/toxicity/folds/val/val_fold_4_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_4_toxicity_normalized.csv,Class,1.0,5,
databases/normalized/toxicity/folds/val/val_fold_6_toxicity_normalized.csv,Class,0.0,10,
databases/normalized/toxicity/folds/val/val_fold_6_toxicity_normalized.csv,Class,1.0,4,
databases/normalized/toxicity/folds/val/val_fold_2_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_2_toxicity_normalized.csv,Class,1.0,5,
databases/normalized/toxicity/folds/val/val_fold_9_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_9_toxicity_normalized.csv,Class,1.0,4,
databases/normalized/toxicity/folds/val/val_fold_7_toxicity_normalized.csv,Class,0.0,9,
databases/normalized/toxicity/folds/val/val_fold_7_toxicity_normalized.csv,Class,1.0,4,
databases/normalized/toxicity/holdout/train_toxicity_normalized.csv,Class,0.0,91,
databases/normalized/toxicity/holdout/train_toxicity_normalized.csv,Class,1.0,45,
databases/normalized/toxicity/holdout/test_toxicity_normalized.csv,Class,0.0,24,
databases/normalized/toxicity/holdout/test_toxicity_normalized.csv,Class,1.0,11,
databases/normalized/gallstone/folds/train/train_fold_3_gallstone_normalized.csv,Gallstone Status,1,115,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_3_gallstone_normalized.csv,Gallstone Status,0,110,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_1_gallstone_normalized.csv,Gallstone Status,1,115,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_1_gallstone_normalized.csv,Gallstone Status,0,110,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_5_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_5_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_9_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_9_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_2_gallstone_normalized.csv,Gallstone Status,1,115,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_2_gallstone_normalized.csv,Gallstone Status,0,110,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_10_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_10_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_4_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_4_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_7_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_7_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_6_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_6_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_8_gallstone_normalized.csv,Gallstone Status,1,114,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/train/train_fold_8_gallstone_normalized.csv,Gallstone Status,0,111,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_8_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_8_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_1_gallstone_normalized.csv,Gallstone Status,0,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_1_gallstone_normalized.csv,Gallstone Status,1,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_3_gallstone_normalized.csv,Gallstone Status,0,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_3_gallstone_normalized.csv,Gallstone Status,1,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_2_gallstone_normalized.csv,Gallstone Status,0,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_2_gallstone_normalized.csv,Gallstone Status,1,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_6_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_6_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_10_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_10_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_7_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_7_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_5_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_5_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_4_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_4_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_9_gallstone_normalized.csv,Gallstone Status,1,13,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/folds/val/val_fold_9_gallstone_normalized.csv,Gallstone Status,0,12,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/holdout/train_gallstone_normalized.csv,Gallstone Status,1,127,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/holdout/train_gallstone_normalized.csv,Gallstone Status,0,123,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/holdout/test_gallstone_normalized.csv,Gallstone Status,0,32,"Target variable, Gallstones present(1), and absent(0)"
databases/normalized/gallstone/holdout/test_gallstone_normalized.csv,Gallstone Status,1,31,"Target variable, Gallstones present(1), and absent(0)"
