id,Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
364,1,1959.0,1217109.0,28631.0,21802.0,23513.0,18.33,12482.0,15383.0,9707.0,12751.0,5947.0,8322.0,4154.0,6315.0,48734.0,27564.0,0.0,30386.0,24279.0,4305.0,24265.0,44179.0,0.0,5317.0,19731.0,583175.0,0.48,-2.51,39,549328.0,258708232.1,31023.0,13711.0,9875.0,228278.0,13592.0,0.79,13592.0,407.0,17.0,407.0,-5624.0,-0.79,1256.0,139705.0,583.6,3,12,0,1,1,2,0,2,10,2,14,0,15,0,1,1,216,39.4,6104.0,0.0,10023.0,0.0,6093.0,0.0,13212.0,4305.0,0.0,44179.0,42168.0,25198.0,38078.0,3,41562.0,29627.0,0,9622.0,5918.0,49834.0,32037.0,60161.0,0,0.0,20837.0,10482.0,0.0,7823.0,63369.0,35007.0,5918.0,25832.0,59493.0,0,0.0,0,183.38,0,-4174.0,0,0,0,0,0,0,44985.0,64911.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,0,2195.0,245275.0,8389.0,7402.0,7402.0,5877.0,4479.0,4479.0,3425.0,3425.0,2.59,2.59,1904.0,1904.0,0.0,0.0,0.0,0.0,6042.0,0.0,24.95,0.0,18.46,22998.0,0.0,162116.0,0.5,-0.89,12,148124.0,1072901.0,7743.0,3233.0,1345.0,73.23,4137.0,299.0,4137.0,36.0,0.61,36.0,0.61,-299.0,1848.0,48842.0,162236.0,0,2,0,1,1,0,1,1,2,0,2,0,1,0,1,1,64,0.0,0.0,0.0,0.0,0.0,0.0,9884.0,0.0,0.0,0.0,6066.0,38064.0,18436.0,0.0,2,0.0,0.0,0,9884.0,0.0,18883.0,13592.0,30.09,0,0.0,0.0,0.0,0.0,0.0,23476.0,0.0,0.0,24447.0,24526.0,0,0.0,0,16.13,0,0.0,0,0,0,0,0,0,0.0,22.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,0,3694.0,139866.0,9069.0,7626.0,7626.0,4.81,3576.0,3576.0,3.72,3.72,1122.0,1122.0,1007.0,1007.0,6093.0,4795.0,0.0,6104.0,0.0,11028.0,0.0,0.0,28067.0,0.0,10471.0,161129.0,857.0,-0.77,11,144089.0,108951.0,10.23,3572.0,7123.0,67514.0,10289.0,441.0,10289.0,404.0,118.0,404.0,-703.0,-441.0,176.0,43.03,161225.0,2,4,0,0,0,0,0,0,2,1,4,0,4,0,0,0,66,14954.0,12649.0,0.0,0.0,0.0,6093.0,0.0,4795.0,0.0,0.0,0.0,6924.0,0.0,21143.0,0,14014.0,6093.0,0,0.0,5734.0,13028.0,27688.0,0.0,0,0.0,5734.0,4795.0,0.0,0.0,44368.0,4737.0,0.0,6924.0,0.0,0,0.0,0,52.32,0,0.0,0,0,0,0,0,0,758.0,27742.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
115,1,2633.0,543418.0,11707.0,7984.0,9496.0,7592.0,4294.0,5.05,3005.0,3.79,1937.0,2756.0,1.23,1.62,0.0,0.0,0.0,11766.0,21303.0,0.0,0.0,18199.0,0.0,15181.0,34669.0,255008.0,0.0,-1.59,16,249.04,4372.52,10912.0,4112.0,1868.0,101402.0,6025.0,382.0,6025.0,242.0,13.0,242.0,13.0,-382.0,2.01,64108.0,256096.0,4,5,0,0,0,1,1,2,5,2,7,0,1,0,0,0,82,11467.0,5694.0,5818.0,5948.0,0.0,0.0,0.0,0.0,4984.0,10197.0,35335.0,6066.0,5563.0,10045.0,2,0.0,34968.0,0,15181.0,0.0,0.0,11467.0,28244.0,0,11257.0,11467.0,11766.0,0.0,23202.0,15181.0,0.0,0.0,0.0,18199.0,10045,11257.0,0,90.71,0,11906.0,0,0,0,0,0,0,0.0,29316.0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,1208.0,1306552.0,20665.0,16605.0,17361.0,14597.0,10397.0,10775.0,7987.0,8423.0,6138.0,6374.0,4648.0,4.82,0.0,9589.0,0.0,17421.0,11567.0,60964.0,0.0,6066.0,45532.0,14868.0,11601.0,425162.0,364.0,-2.77,30,401728.0,12343200.7,19209.0,7812.0,3481.0,177429.0,12489.0,326.0,12489.0,326.0,47.0,306.0,-65.0,-306.0,3353.0,119455.0,425.92,2,7,0,1,1,2,2,4,5,2,8,0,5,0,1,1,156,14868.0,0.0,0.0,0.0,0.0,11379.0,9134.0,9589.0,0.0,0.0,23734.0,56139.0,30699.0,22067.0,5,0.0,33668.0,0,24002.0,0.0,31849.0,19634.0,68456.0,0,0.0,11379.0,0.0,0.0,11601.0,43636.0,6545.0,0.0,25304.0,52054.0,5023,22067.0,0,78.82,0,6051.0,0,0,0,0,0,0,3702.0,56858.0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,2699.0,461977.0,15121.0,12202.0,12958.0,9528.0,6665.0,7043.0,4357.0,4764.0,3171.0,3499.0,1878.0,2042.0,0.0,4795.0,0.0,5907.0,28568.0,19634.0,13176.0,6066.0,0.0,24064.0,22071.0,299.14,0.5,-1.46,20,277626.0,23853651.0,16594.0,7968.0,4283.0,124579.0,12137.0,496.0,12137.0,255.0,212.0,255.0,-212.0,-496.0,2002.0,82538.0,299802.0,3,5,0,0,0,1,0,1,4,2,6,0,8,0,0,0,112,20687.0,5.75,0.0,0.0,5907.0,0.0,4795.0,0.0,0.0,0.0,25448.0,19156.0,19156.0,23383.0,1,9531.0,23196.0,0,10217.0,0.0,13847.0,39022.0,22719.0,0,5.75,15787.0,5687.0,5.75,11601.0,44096.0,0.0,0.0,24205.0,12133.0,5023,0.0,0,67.59,0,5947.0,0,0,0,0,0,0,0.0,41497.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,2315.0,403775.0,14044.0,12618.0,13374.0,8954.0,7.38,7758.0,6626.0,7062.0,4621.0,4873.0,3443.0,3569.0,0.0,0.0,0.0,0.0,11457.0,10941.0,31247.0,0.0,12133.0,44975.0,11601.0,279175.0,647.0,-0.53,19,253647.0,12318183.0,14.87,5847.0,2978.0,122503.0,6039.0,306.0,6039.0,41.0,346.0,41.0,346.0,-306.0,4738.0,83911.0,279855.0,0,1,1,0,1,1,0,1,1,0,2,0,5,1,0,1,106,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44002.0,56972.0,16479.0,0.0,2,0.0,11601.0,0,4.9,5918.0,50988.0,14095.0,34852.0,0,0.0,0.0,0.0,0.0,11601.0,25037.0,5415.0,5918.0,45094.0,24265.0,5023,0.0,0,3.24,0,6039.0,0,0,0,0,0,0,0.0,29322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2197.0,405988.0,17079.0,14749.0,14749.0,10969.0,8296.0,8296.0,6144.0,6144.0,3075.0,3075.0,1838.0,1838.0,6104.0,5107.0,0.0,12711.0,32407.0,11313.0,0.0,0.0,51.96,5317.0,14211.0,325225.0,667.0,-1.14,23,294201.0,97254298.0,19906.0,11404.0,10285.0,139495.0,9.8,491.0,9.8,119.0,237.0,119.0,-513.0,-491.0,2366.0,91827.0,325449.0,2,5,0,0,0,1,0,1,5,2,5,0,12,0,0,0,132,24634.0,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98,31544.0,12587.0,25925.0,1,19317.0,0.0,0,5317.0,0.0,52552.0,26365.0,29829.0,0,5.75,10054.0,0.0,5.75,0.0,49722.0,16081.0,0.0,33258.0,24265.0,0,0.0,0,59.95,0,0.0,0,0,0,0,0,0,0.0,49833.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
519,0,2307.0,434153.0,11544.0,9042.0,9798.0,7703.0,4839.0,5217.0,3228.0,3586.0,2054.0,2328.0,1367.0,1617.0,0.0,0.0,0.0,0.0,28504.0,13.09,7.11,6924.0,0.0,25594.0,16338.0,241073.0,444.0,-1.56,16,229586.0,6331577.0,10941.0,4525.0,2162.0,98101.0,6015.0,479.0,6015.0,242.0,0.32,242.0,0.32,-479.0,818.0,62258.0,241682.0,2,6,0,1,1,0,1,1,6,2,7,0,3,0,0,0,86,15.37,11512.0,11113.0,5.88,0.0,0.0,4992.0,4984.0,4984.0,0.0,11601.0,6924.0,6545.0,13655.0,2,4737.0,23248.0,0,15285.0,4992.0,6924.0,25516.0,10978.0,0,5.88,15.37,5687.0,5.88,11601.0,36127.0,0.0,6924.0,5824.0,4992.0,5153,0.0,0,71.43,0,6015.0,0,0,0,0,0,0,0.0,30929.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2.15,654049.0,23508.0,18127.0,20594.0,14389.0,10321.0,13576.0,8304.0,11121.0,5866.0,7.5,4368.0,5933.0,49093.0,19573.0,0.0,11949.0,5918.0,37569.0,0.0,13.18,11948.0,16764.0,26125.0,504146.0,944.0,0.06,31,470698.0,3716042977.0,27306.0,11462.0,7021.0,191783.0,13.01,0.47,13.01,0.47,238.0,388.0,-4933.0,-388.0,506.0,117785.0,504.97,5,10,0,2,2,0,0,0,8,5,13,0,10,0,2,2,182,30054.0,29852.0,0.0,5907.0,0.0,7823.0,14218.0,4565.0,0.0,23363.0,13345.0,38987.0,6545.0,17461.0,2,38.62,37093.0,0,10217.0,5918.0,80423.0,19848.0,0.0,0,0.0,5317.0,0.0,0.0,31186.0,97968.0,18.62,5918.0,33.11,0.0,0,0.0,0,148.79,0,7384.0,0,0,0,0,0,0,15913.0,60.62,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173,0,2759.0,324894.0,11422.0,9527.0,9527.0,7003.0,5.32,5.32,4399.0,4399.0,2494.0,2494.0,1556.0,1556.0,11887.0,4795.0,0.0,0.0,5918.0,11984.0,5563.0,6924.0,24265.0,13847.0,5107.0,206131.0,462.0,-1.31,15,188141.0,1862336.0,11763.0,4964.0,3388.0,90942.0,10762.0,481.0,10762.0,0.31,418.0,0.31,-772.0,-481.0,3073.0,61035.0,206285.0,1,2,0,0,0,1,0,1,1,1,2,0,4,0,0,0,82,5107.0,0.0,0.0,0.0,0.0,5969.0,4795.0,0.0,0.0,0.0,38113.0,30389.0,0.0,5918.0,1,9901.0,5969.0,0,0.0,5918.0,33.11,0.0,35392.0,0,0.0,0.0,0.0,0.0,0.0,11076.0,11215.0,5918.0,37816.0,24265.0,0,0.0,0,37.3,0,0.0,0,0,0,0,0,0,0.0,36167.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,2028.0,1144585.0,23911.0,17631.0,17631.0,14773.0,10067.0,10067.0,9068.0,9068.0,7076.0,7076.0,5556.0,5556.0,74967.0,39916.0,0.0,17548.0,4.9,0.0,25123.0,14095.0,0.0,0.0,5734.0,443145.0,409.0,-3.21,32,420248.0,7541988527.0,22001.0,6644.0,2478.0,182429.0,13581.0,872.0,13581.0,224.0,98.0,224.0,-2875.0,-872.0,-4183.0,103978.0,443432.0,6,10,3,0,3,1,0,1,9,5,10,0,1,2,0,2,170,36166.0,5.75,17426.0,11566.0,0.0,0.0,14384.0,0.0,0.0,0.0,17892.0,36431.0,11481.0,31187.0,4,44816.0,23109.0,0,0.0,17569.0,30589.0,14095.0,46355.0,0,5.75,20847.0,0.0,5.75,0.0,58408.0,19985.0,11836.0,24471.0,35228.0,0,5759.0,0,188.48,0,0.0,0,0,0,0,0,0,0.0,95333.0,0,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,0,4239.0,281251.0,14182.0,11616.0,11616.0,8288.0,6144.0,6144.0,5044.0,5044.0,2375.0,2375.0,1552.0,1552.0,17601.0,9589.0,0.0,19256.0,0.0,12842.0,0.0,0.0,27695.0,5317.0,15207.0,260174.0,833.0,-1.46,18,236142.0,4656123.0,16.54,7787.0,7755.0,108194.0,11377.0,449.0,11377.0,407.0,25.0,407.0,-816.0,-449.0,2023.0,68.17,260334.0,3,6,0,0,0,0,0,0,4,2,6,0,10,0,0,0,106,20524.0,13214.0,0.0,0.0,0.0,12186.0,0.0,9589.0,0.0,0.0,20268.0,20268.0,11457.0,0.0,0,19063.0,12186.0,0,5317.0,11149.0,46578.0,13214.0,0.0,0,0.0,11.05,9589.0,0.0,0.0,31442.0,9474.0,5415.0,40537.0,0.0,0,0.0,0,90.65,0,0.0,0,0,0,0,0,0,0.0,47417.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1,2018.0,764199.0,17156.0,14051.0,14051.0,11548.0,8133.0,8133.0,6513.0,6513.0,4588.0,4588.0,3409.0,3409.0,5601.0,4.39,0.0,5817.0,12.17,36077.0,12133.0,12133.0,32294.0,10969.0,9999.0,324164.0,0.35,-2.22,24,303231.0,348132585.0,16631.0,6721.0,3056.0,141834.0,13367.0,361.0,13367.0,123.0,0.25,123.0,-562.0,-361.0,3813.0,90914.0,324399.0,0,3,0,1,1,2,0,2,3,0,4,0,5,0,0,0,124,9637.0,11418.0,0.0,0.0,0.0,0.0,0.0,4.39,5262.0,0.0,18199.0,74438.0,0.0,18.24,3,9127.0,0.0,5262,4.9,0.0,25.05,20.64,70536.0,0,6069.0,0.0,4.39,0.0,0.0,25.54,16945.0,17148.0,35095.0,42465.0,0,0.0,0,36.26,0,0.0,0,0,0,0,0,0,13367.0,42216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,2057.0,609.27,18.83,16039.0,16039.0,12624.0,9756.0,9756.0,6858.0,6858.0,5319.0,5319.0,3.61,3.61,11.57,9901.0,0.0,12525.0,12108.0,45194.0,0.0,0.0,30332.0,30588.0,4737.0,357.23,591.0,-1.83,26,326246.0,758405667.0,20482.0,10351.0,5093.0,157093.0,12824.0,0.45,12824.0,344.0,16.0,344.0,-1581.0,-0.45,3343.0,103437.0,357494.0,1,4,1,0,1,1,0,1,4,1,4,0,8,1,0,1,142,9843.0,0.0,12208.0,0.0,0.0,5969.0,4.9,4795.0,0.0,0.0,75283.0,31495.0,5918.0,6545.0,2,14638.0,5969.0,0,4.9,5918.0,51553.0,26241.0,35895.0,0,11841.0,0.0,0.0,0.0,0.0,42217.0,15132.0,17759.0,51515.0,30332.0,0,0.0,0,49.77,0,0.0,0,0,0,0,0,0,0.0,56917.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,1824.0,851734.0,26.01,20026.0,20026.0,16468.0,11841.0,11841.0,9038.0,9038.0,5747.0,5747.0,4.02,4.02,30052.0,33285.0,0.0,42686.0,25683.0,12133.0,18209.0,19923.0,12152.0,0.0,9474.0,500239.0,577.0,-2.36,35,465274.0,28408673.36,28874.0,13655.0,10031.0,203613.0,12804.0,491.0,12804.0,416.0,0.01,416.0,-4486.0,-491.0,4427.0,124532.0,500554.0,3,6,1,0,1,1,0,1,6,3,9,0,14,1,0,1,196,24793.0,18.46,0.0,0.0,0.0,12146.0,4795.0,0.0,13171.0,0.0,30.37,57227.0,18.76,23875.0,2,42759.0,5969.0,0,0.0,11836.0,76544.0,6607.0,54133.0,0,5.75,4737.0,13171.0,5.75,0.0,52312.0,15708.0,11836.0,51515.0,48.57,0,0.0,0,96.22,0,0.0,0,0,0,0,0,0,38413.0,60837.0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,0,2.23,694878.0,14113.0,11007.0,11762.0,9665.0,6.33,6708.0,4645.0,5082.0,3369.0,3604.0,2305.0,2478.0,0.0,4795.0,0.0,12452.0,5023.0,22526.0,0.0,18014.0,42465.0,4992.0,11601.0,284072.0,125.0,-2.13,20,271642.0,50100214.0,12881.0,5098.0,2208.0,122062.0,12024.0,313.0,12024.0,248.0,28.0,248.0,-28.0,-313.0,3154.0,81.81,284746.0,0,3,0,1,1,2,0,2,2,0,4,0,1,0,0,0,100,4.9,6545.0,0.0,5907.0,0.0,0.0,9787.0,0.0,0.0,0.0,41933.0,18199.0,23197.0,11399.0,3,4795.0,28907.0,0,0.0,4992.0,0.0,18492.0,64.68,0,0.0,4.9,5687.0,0.0,11601.0,25211.0,4795.0,0.0,11127.0,53523.0,5023,0.0,0,32.67,0,6108.0,0,0,0,0,0,0,0.0,39503.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,2853.0,221694.0,7397.0,5242.0,5242.0,4843.0,2753.0,2753.0,1709.0,1709.0,1074.0,1074.0,587.0,587.0,0.0,4795.0,0.0,5907.0,5563.0,0.0,12394.0,12133.0,5426.0,4984.0,5843.0,137059.0,0.0,-1.42,10,130086.0,237587.0,6697.0,2932.0,1295.0,58037.0,10.75,0.29,10.75,265.0,303.0,265.0,-303.0,-0.29,-315.0,35891.0,137142.0,3,4,0,0,0,0,1,1,3,2,4,0,2,0,0,0,52,0.0,0.0,0.0,0.0,5907.0,0.0,15204.0,5843.0,0.0,0.0,0.0,12133.0,17957.0,0.0,1,4795.0,5907.0,0,10.41,5843.0,0.0,0.0,30.09,0,0.0,11268.0,0.0,0.0,0.0,10891.0,0.0,0.0,10358.0,24526.0,0,0.0,0,68.01,0,0.0,0,0,0,0,0,0,0.0,27833.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,0,1529.0,617861.0,14681.0,13131.0,13131.0,10.81,8962.0,8962.0,7.63,7.63,6534.0,6534.0,5413.0,5413.0,0.0,4795.0,0.0,0.0,17867.0,30992.0,49.9,0.0,0.0,27999.0,0.0,296189.0,632.0,-1.35,22,272222.0,274279191.0,13122.0,4822.0,1.81,131834.0,13138.0,333.0,13138.0,254.0,314.0,254.0,314.0,-333.0,2657.0,86.11,296414.0,0,3,1,4,5,1,0,1,2,0,3,0,1,0,3,3,116,9.8,0.0,0.0,0.0,5907.0,0.0,4795.0,0.0,0.0,0.0,12133.0,68305.0,30613.0,0.0,6,4795.0,5907.0,0,9.8,5918.0,44064.0,26179.0,34889.0,0,0.0,0.0,0.0,0.0,0.0,47928.0,6421.0,5918.0,53086.0,18199.0,0,0.0,0,23.55,0,0.0,0,0,0,0,0,0,0.0,41167.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,1902.0,634.82,13527.0,11919.0,11919.0,9826.0,7436.0,7436.0,5976.0,5976.0,4679.0,4679.0,3.64,3.64,0.0,0.0,0.0,0.0,6042.0,26055.0,22378.0,0.0,0.0,65378.0,0.0,264163.0,333.0,-1.8,20,244212.0,76322131.0,11.98,4637.0,1832.0,120186.0,2612.0,362.0,2612.0,67.0,494.0,67.0,494.0,-362.0,3084.0,83274.0,264372.0,0,2,0,2,2,2,0,2,2,0,2,0,0,0,1,1,102,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42465.0,36225.0,25322.0,6042.0,4,0.0,5687.0,0,4.9,0.0,12463.0,31582.0,65221.0,0,0.0,4.9,5687.0,0.0,0.0,31582.0,6421.0,0.0,22732.0,48531.0,0,0.0,0,6.48,0,0.0,0,0,0,0,0,0,0.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
